2.9895132532871636E65,3.7531042804570736E65,2.665782075524553E71,1.661524836327415E52,1.6948202153731984E67,1.811225753008077E52,8.437054047742933E65,3.251085702643166E65,2.77739977627118208E17,2.988145154631473E65,4.1071168862359553E71,1.7394883126381514E65,7.452477341912583E62,1.9182120084505933E50,3.935426813133084E48,7.906305626074346E48,1.8188343289406252E69,1.9720575802355485E75,9.884265074765117E74,1.2905184591194437E69,3.2037772257383244E72,2.241334530942572E66,4.852718749373558E73,2.712402335491549E47,3.3655564109032457E49,7.855073958603468E71,3.353344812996326E67,9.226541403886561E65,6.8190674378330815E65,8.322894573782044E73,
2.1949606739944494E66,3.3206067396631043E66,8.674373612885308E73,1.560007268361842E66,1.0348478270980461E71,1.847311103451035E53,1.0016874118682794E71,5.331297122058033E74,7.376083660065382E54,8.461375823781199E71,1.470512495135997E75,1.3292835531694993E66,6.128311260984071E64,1.0319598519109279E73,4.211075721043207E53,3.3614559844002785E67,6.049209650097432E69,1.9720575802355485E75,1.9296798387637728E75,4.534330605946855E71,2.0369308163842208E73,3.1697256914741246E66,4.852718749373558E73,4.0882400737176464E54,2.7769702420996936E69,1.6071730487943576E72,3.353344812996326E67,2.0833630462286923E75,5.2190145470278286E66,8.322894573782044E73,
9.532839219173073E74,3.647032551413437E70,2.6143095281884516E75,1.560007268361842E66,1.5877077804794107E75,6.848581630279835E61,3.2020821685810315E75,2.3287661919589567E75,2.083569648614818E59,8.691922493901613E71,1.470512495135997E75,1.809895110167342E67,1.4468224207194527E68,1.0319598519109279E73,3.274247315654386E73,3.40662246308327E70,4.0185701501855035E70,1.9720575802355485E75,1.9296798387637728E75,2.923873837005019E73,2.1450073209368456E75,3.1697256914741246E66,1.157590669767117E74,1.7950078553255403E56,6.801457606557682E74,1.251719086008836E73,1.4129426006382303E71,2.0833630462286923E75,3.945936862825292E73,3.0397681042947207E75,
1.8688938082530213E75,8.489578280330538E73,3.8572779114470575E75,1.525961962146165E75,1.5877077804794107E75,7.125961364132219E73,3.2020821685810315E75,2.638474177411215E75,1.4306503019491116E61,8.691922493901613E71,1.470512495135997E75,2.464323361274785E75,1.4468224207194527E68,1.7616533430851307E73,3.274247315654386E73,2.4246012968043534E71,3.1673350965325506E74,1.9720575802355485E75,2.7777831938704837E75,3.2327678391337326E75,3.3232259644512836E75,1.10656514038611E67,5.842470300491251E74,7.77561866244451E74,6.801457606557682E74,1.251719086008836E73,8.831253531564368E71,2.0833630462286923E75,3.945936862825292E73,3.0397681042947207E75,
2.246199289539222E75,2.4322117927235514E74,3.8572779114470575E75,1.525961962146165E75,3.110062619266873E75,1.9395711784162112E74,3.2020821685810315E75,3.0585307368943607E75,6.090573670662579E65,2.4234261590701176E75,1.470512495135997E75,2.464323361274785E75,3.2062588528817822E69,3.9990865486738956E73,1.9505708858325236E75,1.0320758387302875E73,2.056222327694823E75,1.9720575802355485E75,2.7777831938704837E75,3.2681940069863723E75,3.370444658553475E75,6.670345544406579E71,5.842470300491251E74,1.7887767749964875E75,9.114633171699192E74,4.010958008700875E73,2.2297414191036666E75,2.0833630462286923E75,3.945936862825292E73,3.0397681042947207E75,
2.747647487588748E75,2.4322117927235514E74,3.922716516574045E75,3.1382703585459966E75,3.110062619266873E75,1.9395711784162112E74,3.5022277824447952E75,3.0619073602704453E75,1.8015792108317194E66,2.7816905528109887E75,1.470512495135997E75,2.464323361274785E75,5.174892312733269E69,4.281354805088666E73,2.9167009467123267E75,1.1498960035430461E73,2.056222327694823E75,1.9720575802355485E75,2.7777831938704837E75,3.623354931444911E75,3.8244811290287565E75,1.7877858577912465E72,6.516810678479395E74,1.7887767749964875E75,2.8772389978438578E75,1.6454654193450037E74,2.2297414191036666E75,2.663355557512118E75,3.945936862825292E73,3.273793310331813E75,
2.7777429351387212E75,3.141807051897861E75,3.922716516574045E75,3.1382703585459966E75,3.110062619266873E75,1.9395711784162112E74,3.5022277824447952E75,3.2374206676312117E75,4.251972535125665E66,2.7816905528109887E75,2.9964722130354334E75,3.5189177482031627E75,2.0729560965233387E75,2.8162852286186754E75,3.0377608899694563E75,5.366374180080331E73,2.3072261253838894E75,3.742731244185686E75,3.320337078896009E75,3.623354931444911E75,3.8244811290287565E75,1.7877858577912465E72,2.8049392043190805E75,2.799465742025454E75,2.8772389978438578E75,2.968935847300347E75,2.2297414191036666E75,2.946320275323542E75,1.9003863751022558E74,4.041723556833942E75,
2.7777429351387212E75,3.14180970883511E75,3.9471795471286104E75,3.1382703585459966E75,3.1195954924359366E75,3.41380341576501E74,3.502227795467568E75,3.2374206676312117E75,2.1041665063523978E71,2.7816905528109887E75,2.9964722130354334E75,3.92230816239013E75,2.0729560965233387E75,2.8162852286186754E75,3.2296542455675628E75,9.551047190076239E73,3.665962543439902E75,3.742731244185686E75,3.320337078896009E75,3.7624168550662536E75,3.8244811290287565E75,1.787785857791267E72,2.8049392043190805E75,2.799465742025454E75,4.0946319744381E75,2.968935847300347E75,3.1244098815655286E75,3.174410882927607E75,2.2242418848053505E75,4.041723556833942E75,
3.304390833962829E75,3.928018901401115E75,3.9887327746105814E75,3.1382703585459966E75,3.487189213871724E75,3.41380341576501E74,3.502227795467568E75,3.2374206676312117E75,8.655884389811432E71,2.7816905528109887E75,3.181295160154858E75,3.92230816239013E75,2.0729560965233387E75,3.1423192281544845E75,3.2296542455675628E75,1.954683168860269E75,3.665962543439902E75,3.742731244185686E75,3.320337078896009E75,3.7624168550662536E75,3.8713200464199246E75,1.3029595892490857E73,2.8049392043190805E75,2.799465742025454E75,4.0946319744381E75,2.968935851007614E75,3.211140370906247E75,3.174410882927607E75,3.046458414477552E75,4.041723556833942E75,
3.304390833962829E75,3.928018901401115E75,4.031692119223422E75,3.1382703585459966E75,3.487189213871724E75,7.463555431190268E74,3.722794582334329E75,3.2374206676312117E75,2.3105438278012723E72,2.7816905528109887E75,3.4900857699712633E75,3.945198026501595E75,2.6483726226977236E75,3.1423192281544845E75,3.2296542455675644E75,2.937732126338606E75,3.665962543439902E75,3.7720365267114886E75,3.43149699514127E75,3.7624168550662536E75,4.0908436609643115E75,4.1919502725080396E73,2.91141058428502E75,2.799465742025454E75,4.0946319744381E75,2.968935851007614E75,4.0886405932962265E75,3.1744108906836213E75,3.114419844911754E75,4.041723556833942E75,
