115.4,17.507044,11.75,18.57,11.54,1025,19.730588,16.001522,178.961158,13.651275,81.62795,14.984681,-9.283175,-16.667236,-214.182451,144.413007,-16.419923,16.024168,469.298827,3289.297056,40.012715,1.314396,16.932445,1007.284311,-204.56134,23205066750,202.010866,-343.904243,-0.994504,2.634937,-1017.806263,678.053816,10.699074,12.245813,448.088135,-211.153641,-8.04E+11,-19.566272,-0.999401,14.429246,13.060199,5.056647,-1088.545814,-0.014603,16.578117,257.464495,2.457122,-1170.149765,-1330209945,32.576303,0.008666,3073.953254,0.928832,18.157799,6.58529,14.318484,13.785089,1048.200675,0
39.7,6.047888,3.65,6.59,3.97,1156,3.543622,2.814157,448.992915,5.885192,6.338268,5.585182,-3.33157,-5.71326,-361.248879,26.684285,-1.263121,2.330885,938.976278,4700.592071,16.038879,144.263774,9.039367,2145.282781,-318.018439,7966266699,330.438601,-882.974441,-0.568985,0.889116,-1163.442816,1038.716368,3.570095,2.729821,225.977054,-337.9366,-9.07E+11,-7.166553,-0.33659,7.309777,26.070896,4.52727,-1143.373423,0.0114,7.673876,395.581348,8.699462,-1166.481716,-1330209663,14.927955,-0.025189,3465.089086,-0.623089,6.78861,6.511618,3.653399,5.886355,1158.16329,0
39.7,2.705634,2.55,6.59,3.97,1156,4.346671,2.814157,451.376207,8.617412,7.412806,8.488087,-2.986307,7.172429,-495.66021,41.591878,-7.239156,8.482021,881.916664,4702.249413,18.457059,143.866814,11.818678,2145.282781,-288.403557,9265727574,331.276724,-929.662542,0.866301,2.274342,-1168.755258,1039.398697,1.933382,4.258906,137.789119,-337.9366,-9.07E+11,-6.123353,-0.385564,6.233558,27.420088,13.866971,-1169.466663,-0.003417,5.456407,374.077705,11.932126,-1155.579636,-1330209539,6.890423,-0.025189,3469.95918,-0.423076,7.899079,9.017384,8.492176,8.460162,1161.279486,0
39.7,6.684508,4.45,6.59,3.97,1156,3.235011,2.814157,452.279053,9.577584,6.490251,9.926862,-3.091476,-5.710331,-305.689372,34.137211,-6.680522,6.187892,939.258294,4693.749093,16.275337,144.140725,7.055047,2145.282781,-305.131768,12778054926,331.238498,-893.27474,-0.548322,2.316464,-1193.877259,1035.841904,3.557216,4.218371,139.744066,-337.9366,-9.07E+11,-7.577811,-0.338019,6.965442,23.734398,7.693269,-1114.036286,0.017589,7.48803,382.356355,7.472177,-1152.233449,-1330209669,12.279721,-0.025189,3464.877876,-0.396482,9.415446,9.006253,6.678541,9.481597,1160.581089,0
39.7,7.002817,4.25,6.59,3.97,1156,2.769793,2.814157,450.941568,10.616031,6.705268,9.703567,-3.223212,-5.712388,-317.35907,39.453962,-4.205984,7.360826,943.102811,4700.014455,16.100906,144.154004,15.918156,2145.282781,-319.96885,9741943264,331.560321,-897.899757,-0.553568,2.447508,-1138.308627,1036.260413,1.825407,4.427266,129.592912,-337.9366,-9.07E+11,-7.527196,-0.340414,5.843446,24.210138,5.976309,-1148.405515,0.020245,10.724809,379.154962,8.235925,-1145.855481,-1330209671,19.791663,-0.025189,3463.634541,-0.339545,7.711188,6.559765,8.23417,10.491148,1162.428788,0
39.7,3.023944,2.8,6.59,3.97,1156,4.263798,2.814157,450.374407,7.006786,7.610653,6.750202,-3.401469,7.235077,-457.353019,50.480709,-7.941338,8.076791,898.202809,4702.103912,17.974833,144.249544,9.275098,2145.282781,-291.125442,9793852549,330.902348,-893.103939,0.802688,2.018058,-1166.808164,1042.453344,5.224807,3.614524,157.476382,-337.9366,-9.07E+11,-6.356675,-0.36489,6.515192,26.605608,3.61447,-1179.976963,0.004029,5.429345,394.616907,10.877382,-1144.442277,-1330209570,49.271768,-0.025189,3465.590117,-0.537101,5.465273,8.882379,-2.927864,6.496448,1161.16076,0
39.7,7.639437,3.9,6.59,3.97,1156,1.956735,2.814157,448.667626,11.508417,7.331426,10.210536,1,-5.722531,-339.984733,39.243274,-9.482909,8.481124,947.880544,4704.986412,15.713871,144.090779,2.134262,2145.282781,-300.653202,7226892347,331.938462,-884.558294,-0.56262,2.549052,-1152.607053,1091.598489,2.468569,4.181795,122.868713,-337.9366,-9.07E+11,-7.350773,-0.366736,4.118249,24.62954,10.43564,-1107.68128,0.009389,7.125595,383.455113,9.388271,-1141.203002,-1330209675,16.973615,-0.025189,3466.639181,-0.301395,11.057395,4.667064,8.121287,11.37618,1159.919886,0
39.7,8.116902,4.55,6.59,3.97,1156,1.795032,2.814157,449.316486,11.180364,7.864854,10.690695,-2.980877,-5.734773,-299.988733,33.28126,-4.279306,8.332076,944.136488,4691.33117,15.897663,143.605496,11.905056,2145.282781,-312.785667,13413871812,331.924838,-906.50482,-0.545678,2.531784,-1194.200823,1155.947777,4.04121,4.200342,123.073071,-337.9366,-9.07E+11,-7.588416,-0.339214,4.564892,22.170287,13.917042,-1176.35217,0.010364,7.513958,385.681629,8.317576,-1132.344552,-1330209677,25.201315,-0.025189,3467.460761,-0.305023,7.241435,8.670227,3.604907,11.106721,1160.501872,0
174.3,27.533805,18,25.15,17.43,500,13.835886,15.69178,205.788898,28.819862,19.797307,28.338079,-12.572511,-22.984437,-219.116861,179.771834,-26.995788,26.995088,268.100131,1613.295388,52.88603,1.082287,25.25184,1101.21152,-209.273308,30430714783,205.131069,-332.087978,-0.972347,3.358919,-517.892118,370.668049,20.728318,18.209522,21.145247,-209.20397,-3.92E+11,-24.177363,-0.922956,23.990907,13.557156,50.275576,-429.842347,-0.039185,21.84249,115.751926,1.481829,-1106.141319,-1330209950,50.611263,0.005737,1500.423667,0.814721,26.815741,16.282401,24.6358,28.749693,546.721714,0
115.4,15.756339,8.75,18.57,11.54,1025,26.367796,16.001522,181.867338,18.544262,81.102317,18.960896,1,-16.676613,-243.064406,96.603918,-14.791477,19.582757,468.633888,3284.957959,38.900346,2.509056,24.588601,1007.284311,-253.248621,19465630607,155.1311,-355.577207,-0.997186,2.940669,-11531.39239,680.221808,7.364925,10.614908,57.604731,-211.153938,-8.04E+11,-17.571524,-0.999069,12.22037,18.684078,5.692505,-1103.570408,-0.018803,19.838678,251.354586,3.140856,-1082.12821,-1330209945,36.313248,0.008666,3078.402538,0.974754,17.201404,10.510577,15.383658,19.057776,1047.373588,0
