
1.622272284383134E76,6.06079284319121E152,8.8221653640688E149,1.3876879305442327E153,4.013690839971939E150,6.8181818181818175,100.0,36.92307692307693
1.3730006255748772E76,-5.183775921065492E152,-1.7670764983618867E150,1.4122993804751812E153,3.445545395608475E150,0.0,100.0,32.30769230769231
1.873585742221271E76,-7.225221675987364E152,-5.0732618900390405E150,1.4530682364914608E153,1.327219451722036E151,4.545454545454546,100.0,35.38461538461539
4.112233036818921E75,1.568056394288656E152,9.480966524244631E143,1.4540117427216221E153,2.728031421568959E144,0.0,100.0,32.30769230769231
8.597588774168664E75,3.2484894150516827E152,-1.811649041164782E148,1.4277115956021308E153,5.761833253664558E148,0.0,100.0,32.30769230769231
1.3560657324775875E76,-5.115626431189637E152,2.3984718739861843E147,1.4230734249989546E153,4.235550988714459E148,0.0,100.0,32.30769230769231
1.3831590635430235E76,5.00570987995971E152,1.6572981055481874E149,1.3084648634589603E153,4.140624579034307E149,0.0,100.0,32.30769230769231
1.812768906137116E76,6.953212909121535E152,2.749114244770347E150,1.451544511901812E153,8.093598286942732E150,2.272727272727273,100.0,33.84615384615385
1.703420300398007E76,-6.518435222596178E152,-2.834188646711227E150,1.4439134194256834E153,7.724311742272102E150,0.0,100.0,32.30769230769231
1.585913399925585E76,-6.039433456430564E152,-7.587588967358065E149,1.444315852819283E153,2.261073483426464E150,0.0,100.0,32.30769230769231
1.6927418808668702E76,-6.507789492113422E152,-3.355829470422055E150,1.452501366150282E153,1.0332241906611052E151,2.272727272727273,100.0,33.84615384615385
1.597315333124817E76,-6.091410279072408E152,-2.333272072273634E149,1.452558765698573E153,6.285947179750843E149,0.0,100.0,32.30769230769231
1.7597595162736085E76,6.844393736884004E152,9.120625004860774E150,1.4542537870927158E153,1.8434963260518667E151,0.0,100.0,32.30769230769231
1.2774884858196969E76,4.869335602643032E152,3.0170110013266915E148,1.4526153546007514E153,7.016630881042061E148,0.0,100.0,32.30769230769231
1.2934578438528104E76,4.92102565242591E152,3.396530238667442E148,1.4471811862622376E153,7.944156564264792E148,0.0,100.0,32.30769230769231
1.3742735771868425E76,-5.095541679283388E152,-1.7122642523846017E149,1.3735337262314014E153,3.2602618034059035E149,0.0,100.0,32.30769230769231
1.349397198576624E76,-5.146298716644464E152,-2.8747017994284256E148,1.4542585425026472E153,6.774298123912327E148,0.0,100.0,32.30769230769231
6.026697170837402E75,2.282223130098236E152,1.3442609617848895E149,1.4319131346548405E153,4.254932527861411E149,0.0,100.0,32.30769230769231
1.4093015170916593E76,-5.371536121587159E152,-7.459463525274288E147,1.4526844223165258E153,1.946950809054357E148,0.0,100.0,32.30769230769231
1.3199587551047133E76,4.99312496809552E152,6.581890432323033E148,1.4304305861990676E153,1.4116629478850486E149,0.0,100.0,32.30769230769231
1.693849206340021E76,6.33392126526319E152,1.7112804832772035E150,1.3851045025505584E153,5.6354360960650586E150,0.0,100.0,32.30769230769231
1.7972287360357806E76,6.928507167122781E152,4.8000200456341365E150,1.4534556403476102E153,1.2207513299078122E151,2.272727272727273,100.0,33.84615384615385
1.2900528402747212E76,0.0,0.0,0.0,0.0,0.0,100.0,32.30769230769231
1.0238098214275164E76,3.81990440531625E152,-1.3985342228207213E146,1.392087248559398E153,8.624744673303961E146,0.0,100.0,32.30769230769231
1.7457320158599144E76,6.594661589940468E152,2.2945426047629554E150,1.4104013088608094E153,6.705034388647821E150,2.272727272727273,100.0,33.84615384615385
1.89189156545472E76,-7.258728755656926E152,-5.284439532940309E150,1.4369536094498205E153,1.3761367266809372E151,2.272727272727273,100.0,33.84615384615385
1.6493843475224518E76,6.394586476738805E152,9.260873226023023E150,1.4373217874515057E153,2.253412320463908E151,4.545454545454546,100.0,35.38461538461539
1.853206234926714E76,-7.139933006120155E152,-3.95805436524021E150,1.4542376822715848E153,1.3715855844403108E151,4.545454545454546,100.0,35.38461538461539
1.3921132766098318E76,-5.202056210192808E152,-9.151837537650096E148,1.395696389329645E153,1.836869542809069E149,0.0,100.0,32.30769230769231
1.301717142882689E76,-4.962652465437587E152,7.103975371708354E148,1.4536851236910157E153,1.6221287353487502E149,0.0,100.0,32.30769230769231
4.052908681140577E72,1.544685632105862E69,-1.6670639086526543E146,1.4810723762578772E70,1.691885084099459E147,100.0,0.0,58.46153846153847
