107.5,14.960565,11,16.93,10.75,1000,20.750522,14.096603,177.107943,19.725583,41.028581,18.23746,-0.954384,-15.123215,-210.657626,-54.00406,-17.319647,18.772581,722.193194,3716.200248,37.154137,21.82854,17.627537,993.834107,-226.738561,-3.05E+11,216.197804,-312.655275,-0.986572,3.039016,-1160.529523,895.06309,11.013278,11.30102,54.997781,-207.431011,-7.85E+11,-17.496033,-0.991419,11.423321,13.506027,-215.200846,-1183.874991,-0.018699,20.499343,255.724272,2.77972,-8766.659252,-1330209952,31.46214,0.009302,2999.675172,0.879339,16.209842,-162.390838,12.063885,20.15721,1021.055494,0
96.9,18.461973,11,16.21,9.69,1125,7.761937,14.032553,175.260731,14.480837,23.209806,14.874244,-2.018135,-14.449622,-210.01659,-56.506182,-13.911579,11.800821,905.541922,4091.075891,35.196644,11.394683,18.491232,1075.987982,-207.729805,-2.49E+11,212.231898,-463.409503,-0.965637,2.533855,-1142.954473,1059.332172,11.013278,8.68114,98.600359,-220.025723,-8.83E+11,-17.163725,-0.970619,14.905384,13.787994,-204.337892,-1303.670358,-0.018782,17.705425,293.278208,2.4977,-7397.929113,-1330209927,4.46028,0.01032,3374.361691,0.847675,13.766097,-131.810006,16.791473,14.510133,1143.125444,0
107.5,19.257748,11,16.93,10.75,1000,6.101951,14.096603,180.823774,15.708006,39.629777,14.694586,-2.630306,-15.128837,-210.368076,-91.508583,-14.817733,16.554846,733.472777,3717.851547,36.63687,23.605643,13.133844,993.834107,-202.79805,-2.37E+11,189.729203,-346.415427,-0.986572,2.867941,-1022.638405,895.06309,11.013278,10.95922,67.159111,-207.432207,-7.85E+11,-17.496033,-0.991419,19.806446,15.157326,-215.200846,-1187.840484,-0.024782,13.740356,253.455165,1.160727,-7227.635684,-1330209953,42.82354,0.009302,2997.827522,0.885836,19.768924,-126.154866,17.527462,15.788114,1019.545831,0
107.5,13.52817,11,16.93,10.75,1000,22.865741,14.096603,179.07992,17.694291,39.622433,14.833601,-0.085296,-15.137819,-209.222279,-34.876915,-18.106792,18.415822,716.840922,3717.505752,37.400661,23.316328,17.436065,993.834107,-607.306822,-3.37E+11,208.441865,-331.970693,-0.986572,3.002624,-1186.55502,895.06309,11.013278,11.319589,53.366175,-207.431011,-7.85E+11,-17.496033,-0.991419,16.585488,14.811531,-210.594264,-1149.726626,-0.017901,18.706651,255.957719,1.37092,-6648.920111,-1330209951,31.470749,0.009302,2998.475523,0.896807,17.429577,-179.585162,10.50938,17.692709,1019.540093,0
115.4,16.552114,11,18.57,11.54,1025,23.749648,16.001522,178.743332,15.00518,82.462533,15.056129,-2.496393,-16.670971,-219.901105,-45.097377,-12.625478,18.203676,692.862649,3733.132143,40.409116,1.827949,25.00529,1007.284311,-211.653466,-2.72E+11,201.683828,-358.403862,-0.995266,2.77839,-1054.854063,901.177478,11.013278,11.306684,84.736313,-211.153938,-8.04E+11,-19.240162,-0.99905,20.10634,13.535265,-214.410846,-1280.833263,-0.014996,18.213491,256.692242,1.155975,-5584.109204,-1330209945,33.030147,0.008666,3074.233946,0.937692,15.624553,-145.830145,16.203714,15.043443,1043.30697,0
107.5,12.414086,11,16.93,10.75,1000,23.91865,14.096603,181.008559,14.110505,39.120108,15.154037,0.666729,18.703158,-210.129894,-12.110033,-14.073448,12.935642,711.824119,3717.922135,37.632361,22.170189,16.827431,993.834107,-186.047157,-3.66E+11,198.368147,-336.850062,-0.986572,2.738484,-1092.259146,895.06309,11.013278,9.480573,65.477672,-207.431011,-7.85E+11,-17.496033,-0.991419,15.944654,15.227913,-196.289824,-1194.117257,-0.015182,18.131597,259.330794,1.307428,-5299.772703,-1330209950,29.499681,0.009302,2997.911783,0.875615,15.509666,-195.701779,9.949643,14.273924,1018.648769,0
107.5,16.711269,11,16.93,10.75,1000,16.647408,14.096603,179.148143,15.833053,40.943304,15.38555,-1.74121,-15.117708,-210.738807,-45.496427,-9.985101,16.329607,727.488829,3716.39619,36.910903,26.336675,16.653435,993.834107,-286.691808,-2.73E+11,199.279411,-341.971009,-0.986572,2.709295,-1500.526238,895.06309,11.013278,10.223302,130.897953,-207.43072,-7.85E+11,-17.496033,-0.991419,19.951678,13.701969,-168.456329,-1268.541748,-0.014701,19.548184,255.761522,1.060598,-5209.196321,-1330209952,36.170707,0.009302,2999.713677,0.870036,19.762728,-145.378465,13.089319,16.034382,1018.028322,0
155.5,11.62,11,22.682609,15.55,575,24.458882,15.321128,194.281975,20.577718,24.687335,20.86737,-1.592731,24.602841,-218.75462,-266.703821,-16.703097,19.006757,95.774569,2305.767224,50.316332,0.260252,19.334328,986.429979,-259.501098,-3.66E+11,187.857603,-376.459625,-0.984265,3.059972,-475.399394,336.600258,11.013278,15.148207,39.127537,-198.831862,-4.51E+11,-21.686145,-0.965778,13.903145,20.674271,-108.202381,-809.375791,0.011492,20.500819,137.731339,0.675667,-5166.009735,-1330209969,35.546793,0.006431,1722.340608,0.969504,21.886555,-208.146954,-20.622754,20.621041,606.865429,0
107.5,18.939438,11,16.93,10.75,1000,6.830134,14.096603,179.549916,14.670071,38.115562,15.330129,-2.532244,-15.126384,-209.219027,-53.906622,-16.498433,14.934574,732.812783,3717.929671,36.667052,27.767099,17.699853,993.834107,-212.060905,-2.41E+11,197.180479,-349.190489,-0.986572,2.791502,-1061.187165,895.06309,11.013278,10.11479,62.14907,-207.432105,-7.85E+11,-17.496033,-0.991419,17.156245,15.23545,-190.271494,-1142.212838,-0.022352,11.571224,255.581603,1.862531,-5105.2319,-1330209953,27.999481,0.009302,2999.019113,0.878479,17.30573,-128.275116,15.563304,14.83347,1018.793473,0
107.5,16.233804,11,16.93,10.75,1000,18.799382,14.096603,180.658495,16.935726,41.241701,15.894998,-1.543452,-15.118016,-210.758006,-41.551309,-13.689595,16.968922,726.157841,3716.068805,36.971973,24.643753,11.236414,993.834107,-211.258564,-2.81E+11,199.028534,-340.513325,-0.986572,2.426906,-1005.515628,895.06309,11.013278,9.444294,115.400946,-207.429691,-7.85E+11,-17.496033,-0.991419,16.384432,13.374584,-214.723831,-1332.999103,-0.016234,15.438829,255.443363,1.829933,-4457.727672,-1330209952,47.784632,0.009302,3003.332621,0.864659,21.007181,-149.654302,16.805721,17.67408,1018.848102,0
