5.080686445682895E10,5.707943036482141E11,2.359184741376048E14,7.334250522587163E10,7.500792694944562E11,8.309874364656709E11,1.8527315930611227E13,1.3052016796188102E14,5.239579532140337E9,7.334250523343143E10,3.2107360720402112E17,1.5085491047564626E12,6.228246365494512E11,6.228246365151357E11,1.512149452368648E16,2.4654949856050524E18,1.914255534048998E10,7.402653055293844E8,1.326441143484759E12,1.7863369388747E12,6.224730621279998E14,1.7678561238937984E13,2.3710371133533414E11,1.769390671102067E12,1.2973778503184443E12,6.803041010998622E13,2.3951863429458174E12,4.4019710084256416E17,9.66310445839382E11,4.411920883047864E9,
1.3753784483411167E14,1.3503953610065893E13,1.2078187376437338E19,2.7191777926093066E13,4.4592612072132766E13,6.981679441924094E14,1.65389642427363488E17,1.3052016796188102E14,5.492840710871969E14,4.4984569217249171E17,3.2107360720402112E17,2.271568483175616E16,1.3133254502285367E14,5.408566133231579E13,1.963387680382685E21,8.5537081271598223E18,2.0373563482985824E16,3.8557581691146943E12,2.169215095149636E15,6.829377032144304E16,5.1963148684859784E16,4.855692133912186E14,3.5198015905907125E13,2.2715684796878764E16,1.5856904330660469E12,8.1764442763079936E16,1.606816338823293E15,1.1354147512728021E23,2.0005128343969168E13,2.7285832630841695E13,
1.0480914927685958E20,6.376563149330578E19,1.3078936258217344E24,2.6163727798669287E19,4.881102501659561E22,3.7944499901742275E23,4.5290750426661224E19,1.5490735282332687E25,1.4244008458594223E22,1.5976182078975126E21,2.6718919754268298E22,6.229169457150205E22,2.3810891932014768E17,2.2961964888983434E20,3.161736330509175E23,1.1494565084837018E25,1.9407061791815328E19,2.5076862451160134E19,1.6020543402012597E21,1.4381253467890248E24,4.497250336144755E25,5.35672516546975E21,1.8716894376037127E21,2.418803039952644E22,7.529435986618416E20,8.560762805910146E22,1.7585070672278326E16,2.3489254797187633E23,1.0356307649553904E20,1.47891085419835E21,
7.233927116443829E29,2.136788319513794E24,4.858789408316688E34,2.928767953466561E30,3.142620061149348E31,1.6881328775154776E25,3.976977370682672E27,1.5490735288240681E25,1.7584601793211362E25,1.4124246481413837E35,1.5763660541320071E29,7.254468622248862E28,1.1045253688839901E22,1.3579538366040426E24,3.1802204523581446E34,2.481429494096877E37,9.548673807159367E27,9.287095049560108E23,1.3875450939900575E26,4.20244596022274E28,1.701516881664085E30,1.4893862684386025E27,3.848261610231455E30,2.4188030430949897E22,6.344909879321019E26,2.2550237528413854E29,2.701594613708572E23,1.3594831419086645E30,6.116195495637908E24,8.359960520836037E24,
7.233927116443829E29,1.6395429918313703E33,7.480278406451737E52,2.5421428130360648E36,2.4057717566808033E47,1.8783151521657257E30,9.574906728032117E34,8.008155670025564E32,5.0806704022926955E28,8.914148673226508E43,1.4236847308196622E36,2.581295955265275E33,4.049183149240101E25,1.382153503693201E30,1.0590794000176334E39,3.1369557483853746E41,1.2058015815074757E33,7.214453965383025E28,1.5560681197824447E48,2.0635113279168684E35,2.8095060422890403E37,5.785072739301666E31,1.9370731234231566E37,7.335116005050692E31,4.0800839587580255E38,2.4283275244469E42,1.1864138158898138E28,7.926236355477386E40,3.3884223445432505E29,7.160875866097639E25,
2.901902140596334E31,5.210636066028197E41,3.8808277939301985E54,9.548724003198051E41,2.4057717566808033E47,9.316161165224635E40,3.7684911436085363E40,7.103423817318113E36,1.106723617376006E44,7.23232991898418E44,1.5913178495700227E45,1.974592688672132E44,7.606413460881305E33,1.1617471312187952E36,1.0590794000176334E39,8.231520020477258E44,1.2058015815074757E33,3.871258853629713E31,5.060416685106972E67,1.1290021133555196E39,1.0792590498742458E54,2.9339970290741273E37,5.7021350431680655E37,2.4668784710214048E33,3.044299056635691E49,4.3006094091157934E45,1.2339603277942556E30,1.4257279984580017E53,4.919272130706689E30,6.492890618897875E31,
4.0585543680796346E52,6.962002545955513E48,3.20220653158771E69,2.6505619916418405E49,2.4057717566808033E47,3.901671459788122E45,3.964841878649025E51,3.839352258113003E42,6.617813741340647E45,4.579183716129541E50,1.5913178495700227E45,6.0806969028875444E57,2.769565123819421E39,1.2851966986286517E39,7.903201505633066E39,2.1403917310353262E53,5.9029101942222196E44,2.7113529950427864E42,5.335872539398042E72,8.896886940826422E43,1.6793254041721413E56,8.954173633419981E46,1.5064978992630964E50,5.6362631217109E49,3.044299056635691E49,3.5495402296682263E65,2.123268267656372E45,1.4257279984580017E53,4.250569252178425E36,2.560673668914146E48,
7.965463071873941E55,2.208210825578734E49,3.20220653158771E69,4.4209528604885017E52,1.656715292053001E53,1.1596762595032156E47,5.6071331576381914E51,3.839352261179482E42,1.0701335101638888E58,2.573745240466159E55,1.5913178495700227E45,3.730263569907332E65,8.744923222462187E43,1.552526291702357E48,7.903201506440278E39,3.1680843068839866E53,8.849566336692889E51,3.183986734102231E54,6.364409779667135E73,1.2606042513189128E50,1.6793254041721413E56,8.954173633419981E46,3.971971516578639E54,5.6362631217109E49,1.816471342654178E64,6.80014447277844E65,9.211842226102346E49,2.8507680404188114E58,2.417110773406996E37,3.928642543036849E48,
6.779779228992869E56,1.6714604207788346E53,5.077006074306146E69,4.4209528604885017E52,1.656715292053001E53,5.063332819946844E48,1.6660992390941647E56,1.300578354313344E47,3.5789733303288485E67,2.052296175064365E56,1.0227036005980044E46,3.730263569907332E65,8.744923222462187E43,6.654230641903578E60,8.553517847856688E41,7.41281812424059E55,3.4701522598537884E53,9.197066767208609E61,9.496176949050129E73,1.806909471722764E55,1.799896397926347E60,2.004925545981343E47,4.71691322481163E59,2.2374509436983073E51,4.237709918037444E69,6.80014447277844E65,6.243152623121808E51,1.5462089093510133E60,7.9622346718287E52,1.1258397642908272E58,
2.6772718786283643E62,6.146566344411384E72,2.2504326303195844E70,1.715841364973923E53,1.673118831589524E61,3.5359235309249624E55,2.655016063728016E56,2.2163414198285115E52,8.601148085024799E68,1.9028258195812566E68,7.697188768991121E50,3.035630757206413E70,4.82571031616874E46,6.654230641903578E60,2.597827551040083E43,7.701871330576678E68,1.9889648673363992E57,9.197066767208609E61,4.130850809388155E74,3.089583052488178E68,7.593805499857028E63,9.022986577602687E69,4.71691322481163E59,8.160435848756046E55,1.4396598842975665E75,1.5602195034363908E70,1.839583252834934E66,1.5462089093510133E60,8.833194027469433E53,1.6427660961276953E65,
