
4.408901302323177E10,2.4607504014003657E75,13.063063063063062,91.42857142857143,23.73540856031128,*,*,-,f37,*,*,*,*,*,*,*,f31,-,*,-,f26,*,*,*,-,f26,/,-,f49,f37,-,f37,-,f26,-,f37,*,f37,*,f26,f27,f47,f50,f31,f26,f31,f49,f24,f27,f37,f49,f49,f28,f58,
3.9018688710160956E7,4.207281277812934E75,0.0,100.0,13.618677042801556,*,*,*,*,-,*,-,*,*,/,-,*,-,*,f37,*,f49,*,-,f26,/,/,f37,f37,*,*,+,f28,f49,*,*,f37,*,f23,f37,/,-,f45,f46,f37,f37,f37,f42,f26,f26,f37,f30,f49,f5,f49,f37,f22,f15,f21,f10,
2.100996557115317E8,4.333106413972214E75,39.189189189189186,97.14285714285714,47.081712062256805,*,*,*,/,*,*,*,*,/,*,*,f37,-,-,-,*,+,f5,+,+,*,f37,*,f37,f26,f37,f26,f37,f26,f37,f37,f16,f15,f24,/,*,f26,f37,f37,f37,f37,f22,f16,f35,f47,
1.0236268951155578E9,4.3120028861681074E75,35.13513513513514,100.0,43.96887159533074,*,*,*,*,*,+,*,*,f20,+,*,+,*,-,*,-,-,f37,*,*,/,*,f12,-,*,*,f37,-,f37,f20,f49,*,-,f37,*,f49,f49,f26,f32,f54,f20,f26,f37,f37,-,f11,f26,f26,f37,f54,f11,f31,f10,f37,f37,f37,f6,
1.368880518215208E9,4.3764553067146675E75,0.0,100.0,13.618677042801556,*,*,*,+,*,*,*,*,+,*,+,+,*,*,+,f41,*,f37,f37,f37,f37,f37,f37,+,-,*,-,-,*,f37,f37,f49,f1,-,f49,f37,f26,-,f37,*,f49,+,f28,f37,f37,f31,f5,f41,f49,f37,f49,f47,f26,
6.564331444772175E11,4.320126518327929E75,0.0,100.0,13.618677042801556,*,+,*,*,+,+,/,*,+,*,f42,f37,*,*,/,f37,-,f37,f37,*,f26,*,*,*,f26,/,*,f37,f26,+,f37,f37,f37,f37,f49,f37,f37,-,f26,f37,*,f26,f11,f19,f42,f37,f6,
1.4460592193656567E8,2.151579616643894E75,4.054054054054054,97.14285714285714,16.731517509727624,*,*,*,*,+,*,+,f26,*,f26,+,*,*,-,f26,*,+,/,f37,f26,f26,*,+,f26,*,f26,f26,*,+,f26,f11,+,*,*,*,*,*,f25,f37,f9,f45,f15,f26,f26,f26,f26,f26,f37,f49,f28,f19,f31,f27,
4.6558510149993443E8,3.282351431598632E75,36.486486486486484,100.0,45.13618677042802,*,*,*,*,*,*,*,f37,f37,f37,+,*,*,*,-,f49,-,-,/,+,f9,*,f37,+,*,f37,*,-,f37,f37,/,*,f37,f37,f37,f37,f37,f37,f49,f49,f50,f24,f49,f55,f24,f13,f26,
1.3089723583531436E12,1.9951978204726074E75,4.054054054054054,97.14285714285714,16.731517509727624,*,*,*,*,*,*,*,*,*,f26,f26,*,*,*,*,+,f5,*,f26,f26,*,f26,*,f26,f26,+,f26,f26,f49,f15,f49,f29,*,f26,f26,-,f26,f44,f19,f49,f35,
1.7093894718508807E8,4.666985447360558E75,29.72972972972973,97.14285714285714,38.91050583657588,*,*,*,*,*,*,*,f49,f37,*,+,f37,f37,/,*,*,f37,-,f26,/,/,*,f26,+,f37,f37,f24,*,/,/,f37,f37,f37,f36,f31,f26,f24,f38,f49,f28,f8,
1.853186532341362E9,2.240353215351909E75,4.054054054054054,94.28571428571428,16.342412451361866,*,*,*,*,*,*,*,+,*,f26,-,*,*,f37,/,+,*,f26,f26,f25,*,f26,*,f26,f26,*,/,f26,f37,/,f9,f44,+,f26,f26,f26,-,f53,-,f12,f5,f1,f23,f26,f20,f30,f37,
1.467699081487538E7,4.358219254891977E75,36.03603603603604,94.28571428571428,43.96887159533074,*,*,*,+,-,-,*,-,*,/,*,+,*,*,-,*,+,f37,f37,f41,+,-,*,f26,*,f37,*,-,*,f37,*,f26,f26,f37,f37,f15,f53,f26,f37,+,f37,f24,f26,f5,f58,f26,f37,f37,f37,f37,*,f53,f37,f37,f37,
6.992688953535743E7,4.32854061522019E75,38.288288288288285,100.0,46.69260700389105,*,*,*,+,*,*,*,*,f37,*,+,*,f37,/,*,*,f37,f37,f37,-,+,-,*,-,f53,+,f37,f37,f37,f37,f26,f37,f37,f37,f26,f37,f46,f37,-,f37,+,f10,f49,f37,f14,
7.229502129094388E11,3.709386895744398E75,19.36936936936937,97.14285714285714,29.961089494163424,*,*,*,*,*,*,+,*,*,*,+,*,+,+,f26,*,f26,f37,f49,*,f37,+,-,*,f26,f49,*,f37,f26,-,f37,*,f26,f26,f37,f26,+,f37,f37,*,f55,f20,f55,f16,f37,f46,f18,f55,f43,
1.9457846967066948E10,4.303254357282287E75,38.288288288288285,97.14285714285714,46.30350194552529,*,-,*,*,-,*,*,*,-,-,*,*,-,*,*,-,-,f37,*,f54,*,*,f37,-,*,*,*,f37,f37,f37,f37,f28,f24,f26,*,f37,+,f46,f46,*,f37,*,f26,f37,*,f37,f37,f37,f26,f26,f28,f28,f38,f26,f8,f37,f22,f37,f22,
7.228000189229736E7,1.6354198628301494E75,4.054054054054054,94.28571428571428,16.342412451361866,*,*,*,*,*,*,/,*,*,f26,*,*,*,f37,f29,/,+,f26,/,f49,f26,f37,*,*,*,f26,f27,f26,f49,-,f9,f9,f20,-,*,f26,/,f26,f12,f12,f37,f26,f20,f37,f29,
9.217909654890648E7,2.2274536386175216E75,4.504504504504505,97.14285714285714,17.120622568093385,*,*,*,*,*,*,*,*,*,f26,*,-,*,f26,*,/,+,-,f26,f26,f26,f26,-,f26,f26,f26,f26,*,/,*,f37,f26,*,*,f49,f52,f37,f28,f57,f26,f33,f46,f20,f21,f24,
